,Close
2019-07-15,28.56
2019-07-16,25.02
2019-07-17,27.69
2019-07-18,28.97
2019-07-19,29.09
2019-07-20,31.17
2019-07-21,30.43
2019-07-22,30.82
2019-07-23,29.42
2019-07-24,28.89
2019-07-25,28.91
2019-07-26,28.98
2019-07-27,27.69
2019-07-28,27.73
2019-07-29,26.97
2019-07-30,27.0
2019-07-31,27.77
2019-08-01,28.84
2019-08-02,28.11
2019-08-03,27.74
2019-08-04,27.49
2019-08-05,27.95
2019-08-06,27.6
2019-08-07,29.66
2019-08-08,31.17
2019-08-09,29.78
2019-08-10,29.61
2019-08-11,30.25
2019-08-12,30.18
2019-08-13,29.38
2019-08-14,26.85
2019-08-15,28.11
2019-08-16,27.56
2019-08-17,27.47
2019-08-18,27.94
2019-08-19,28.83
2019-08-20,28.08
2019-08-21,26.92
2019-08-22,26.96
2019-08-23,27.02
2019-08-24,26.35
2019-08-25,26.1
2019-08-26,26.09
2019-08-27,25.59
2019-08-28,23.36
2019-08-29,21.78
2019-08-30,22.16
2019-08-31,21.15
2019-09-01,21.52
2019-09-02,22.82
2019-09-03,22.4
2019-09-04,21.72
2019-09-05,22.61
2019-09-06,22.03
2019-09-07,22.49
2019-09-08,22.46
2019-09-09,22.15
2019-09-10,21.79
2019-09-11,20.74
2019-09-12,20.84
2019-09-13,20.84
2019-09-14,21.01
2019-09-15,20.33
2019-09-16,20.28
2019-09-17,21.01
2019-09-18,22.19
2019-09-19,21.61
2019-09-20,21.29
2019-09-21,20.97
2019-09-22,20.39
2019-09-23,19.3
2019-09-24,15.9
2019-09-25,16.07
2019-09-26,15.24
2019-09-27,15.7
2019-09-28,15.76
2019-09-29,15.24
2019-09-30,15.88
2019-10-01,15.87
2019-10-02,15.92
2019-10-03,15.68
2019-10-04,15.67
2019-10-05,15.76
2019-10-06,15.08
2019-10-07,16.06
2019-10-08,16.03
2019-10-09,17.79
2019-10-10,17.61
2019-10-11,16.6
2019-10-12,17.43
2019-10-13,18.29
2019-10-14,18.49
2019-10-15,18.59
2019-10-16,17.79
2019-10-17,18.55
2019-10-18,18.27
2019-10-19,18.27
2019-10-20,18.55
2019-10-21,18.3
2019-10-22,18.23
2019-10-23,16.72
2019-10-24,17.0
2019-10-25,18.64
2019-10-26,19.0
2019-10-27,19.34
2019-10-28,19.96
2019-10-29,20.79
2019-10-30,20.08
2019-10-31,19.94
2019-11-01,19.17
2019-11-02,20.31
2019-11-03,20.39
2019-11-04,20.68
